id,name,type,discription
591,ghế noblechairs epic series black,desk,"ghế noblechairs epic series blackghế noblechairs epic series black thương hiệu ghế cao cấp đến từ đức (germany) thiết kế đặc biệt, cho sự thoái mái tuyệt đối chất liệu làm khung siêu bền da pu cao cấp nhất chất lượng chế tác, hoàn thiện tuyệt vời, tinh xảo, rất luxury là ghế chơi game và văn phòng tốt nhất thế giới "
592,ghế game dxracer valkyrie series gc-v03-n-b4,Mainboard,"ghế game dxracer valkyrie series gc-v03-n-b4ghế game dxracer valkyrie series gc-v03-n-b4 chất liệu: full da pu khung chân: full kim loại trọng lượng tối đa: 150kg ngả lưng: 135* + 15* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
593,ghế noblechairs epic series black/white,desk,"ghế noblechairs epic series black/whiteghế noblechairs epic series black/white thương hiệu ghế cao cấp đến từ đức (germany) thiết kế đặc biệt, cho sự thoái mái tuyệt đối chất liệu làm khung siêu bền da pu cao cấp nhất chất lượng chế tác, hoàn thiện tuyệt vời, tinh xảo, rất luxury là ghế chơi game và văn phòng tốt nhất thế giới "
594,ghế noblechairs icon series black/platinum white,desk,"ghế noblechairs icon series black/platinum whiteghế noblechairs icon series black/platinum white thương hiệu ghế cao cấp đến từ đức (germany) thiết kế đặc biệt, cho sự thoái mái tuyệt đối chất liệu làm khung siêu bền da pu cao cấp nhất chất lượng chế tác, hoàn thiện tuyệt vời, tinh xảo, rất luxury là ghế chơi game và văn phòng tốt nhất thế giới "
595,ghế game dxracer valkyrie series gc-v03-nw-b4,Mainboard,"ghế game dxracer valkyrie series gc-v03-nw-b4ghế game dxracer valkyrie series gc-v03-nw-b4 chất liệu: full da pu khung chân: full kim loại trọng lượng tối đa: 150kg ngả lưng: 135* + 15* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
596,ghế game dxracer drifting series dj133-n,Mainboard,"ghế game dxracer drifting series dj133-nghế game dxracer drifting series dj133-n chất liệu: full da pu khung chân: full kim loại trọng lượng tối đa: 150kg ngả lưng: 135* + 15* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
597,ghế noblechairs icon series black,desk,"ghế noblechairs icon series blackghế noblechairs icon series black thương hiệu ghế cao cấp đến từ đức (germany) thiết kế đặc biệt, cho sự thoái mái tuyệt đối chất liệu làm khung siêu bền da pu cao cấp nhất chất lượng chế tác, hoàn thiện tuyệt vời, tinh xảo, rất luxury là ghế chơi game và văn phòng tốt nhất thế giới "
598,ghế game dxracer drifting series dj133-nw,Mainboard,"ghế game dxracer drifting series dj133-nwghế game dxracer drifting series dj133-nw chất liệu: full da pu khung chân: full kim loại trọng lượng tối đa: 150kg ngả lưng: 135* + 15* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
599,ghế game dxracer drifting series dj133-nr,Mainboard,"ghế game dxracer drifting series dj133-nrghế game dxracer drifting series dj133-nr chất liệu: full da pu khung chân: full kim loại trọng lượng tối đa: 150kg ngả lưng: 135* + 15* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
600,ghế noblechairs icon series black/blue,desk,"ghế noblechairs icon series black/blueghế noblechairs icon series black/blue thương hiệu ghế cao cấp đến từ đức (germany) thiết kế đặc biệt, cho sự thoái mái tuyệt đối chất liệu làm khung siêu bền da pu cao cấp nhất chất lượng chế tác, hoàn thiện tuyệt vời, tinh xảo, rất luxury là ghế chơi game và văn phòng tốt nhất thế giới "
601,ghế game dxracer classic ct120-n,Mainboard,"ghế game dxracer classic ct120-nghế game dxracer classic ct120-n phiên bản ghế to, tốt nhất, có kê chân chất liệu: full da pu kê tay: nâng hạ khung chân: full kim loại trọng lượng tối đa: 150kg ngả lưng: 135* + 15* có kê chân đi kèm phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
602,ghế game dxracer king series k06-nw,Mainboard,"ghế game dxracer king series k06-nwghế game dxracer king series k06-nw chất liệu: full da pu, với form king lớn kê tay: cử động 4 chiều khung chân: full kim loại trọng lượng tối đa: 150kg ngả lưng: 135* + 15* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
603,ghế game dxracer king series k06-nr,Mainboard,"ghế game dxracer king series k06-nrghế game dxracer king series k06-nr chất liệu: full da pu, với form king lớn kê tay: cử động 4 chiều khung chân: full kim loại trọng lượng tối đa: 150kg ngả lưng: 135* + 15* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
604,ghế game dxracer iron series is188-n real leather,Mainboard,"ghế game dxracer iron series is188-n real leatherghế game dxracer iron series is188-n real leather chất liệu: full da thật kê tay: nâng hạ khung chân: full kim loại trọng lượng tối đa: 150kg ngả lưng: 135* + 15* có kê chân đi kèm phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
605,ghế game dxracer tank series gc-t29-n-s4,Mainboard,"ghế game dxracer tank series gc-t29-n-s4ghế game dxracer tank series gc-t29-n-s4 form to nhất chất liệu: full da pu kê tay: cử động 4 chiều khung chân: full kim loại trọng lượng tối đa: 150kg ngả lưng: 135* + 15* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
606,ghế game dxracer tank series gc-t29-nr-s4,Mainboard,"ghế game dxracer tank series gc-t29-nr-s4ghế game dxracer tank series gc-t29-nr-s4 form to nhất chất liệu: full da pu kê tay: cử động 4 chiều khung chân: full kim loại trọng lượng tối đa: 150kg ngả lưng: 135* + 15* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
607,ghế game dxracer king series k06-n,Mainboard,"ghế game dxracer king series k06-nghế game dxracer king series k06-n chất liệu: full da pu, với form king lớn kê tay: cử động 4 chiều khung chân: full kim loại trọng lượng tối đa: 150kg ngả lưng: 135* + 15* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
608,ghế game dxracer valkyrie series gc-v03-nb-b4,Mainboard,"ghế game dxracer valkyrie series gc-v03-nb-b4ghế game dxracer valkyrie series gc-v03-nb-b4 chất liệu: full da pu khung chân: full kim loại trọng lượng tối đa: 150kg ngả lưng: 135* + 15* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
609,ghế game dxracer valkyrie series gc-v03-na-b4,Mainboard,"ghế game dxracer valkyrie series gc-v03-na-b4valkyrie series gc-v03-na-b4 chất liệu: full da pu khung chân: full kim loại trọng lượng tối đa: 150kg ngả lưng: 135* + 15* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
610,ghế game dxracer valkyrie series gc-v03-nr-b4,Mainboard,"ghế game dxracer valkyrie series gc-v03-nr-b4ghế game dxracer valkyrie series gc-v03-nr-b4 chất liệu: full da pu khung chân: full kim loại trọng lượng tối đa: 150kg ngả lưng: 135* + 15* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
611,tivi sony bravia 3d/internet 50'' kdl-50w800b,tivi,"tivi sony bravia 3d/internet 50'' kdl-50w800btv 3d led sony 50w800b 50 inch, full hd, smart tv, motionflow xr 400 hz - màn hình led 50 inch với thiết kế viền siêu mỏng - độ phân giải full hd 1920 x 1080 - công nghệ 3d chủ động - công nghệ quét hình motionflow xr 400hz - tích hợp bộ giải mã truyền hình kỹ thuật số dvbt2 - chân đế có thể sử dụng làm giá treo tv - kết nối 1 chạm để phản chiếu màn hình xperia lên màn hình tv - kết nối wi-fi (tích hợp) - lan "
612,tivi sony bravia 3d//internet 55'' kdl-55w800b,tivi,"tivi sony bravia 3d//internet 55'' kdl-55w800btv 3d led sony 55w800b 55 inch, full hd, smart tv, motionflow xr 400 hz - màn hình led 50 inch với thiết kế viền siêu mỏng - độ phân giải full hd 1920 x 1080 - công nghệ 3d chủ động - công nghệ quét hình motionflow xr 400hz - tích hợp bộ giải mã truyền hình kỹ thuật số dvbt2 - chân đế có thể sử dụng làm giá treo tv - kết nối 1 chạm để phản chiếu màn hình xperia lên màn hình tv - kết nối wi-fi (tích hợp) - lan "
613,tivi sony bravia 4k / 3d 55'' kd-55x8500b,tivi,"tivi sony bravia 4k / 3d 55'' kd-55x8500btv 3d led sony kd-55x8500b 55 inch 4k ultra hd motionflow xr 200 hz - tích hợp bộ giải mã truyền hình kỹ thuật số dvbt2 - độ lớn màn hình 55 inches - độ phân giải 4k (3840 x 2160) - công nghệ 3d bị động - công nghệ quét hình motionflowxr 200 hz - tv 4k* cho độ phân giải gấp 4 lần tv full hd thông thường - 4k x-reality™ pro-nâng tín hiệu hình ảnh lên 4k từ mọi nguồn phát - triluminos™ display-cho bạn xem màu sắc phong phú hơn bao giờ hết "
614,tivi sony bravia 4k / 3d 49'' kd-49x8500b,tivi,"tivi sony bravia 4k / 3d 49'' kd-49x8500btv 3d led sony kd-49x8500b 49 inch 4k ultra hd motionflow xr 200 hz - tích hợp bộ giải mã truyền hình kỹ thuật số dvbt2 - độ lớn màn hình 49 inches - độ phân giải 4k (3840 x 2160) - công nghệ 3d bị động - công nghệ quét hình motionflowxr 200 hz - tv 4k* cho độ phân giải gấp 4 lần tv full hd thông thường - 4k x-reality™ pro-nâng tín hiệu hình ảnh lên 4k từ mọi nguồn phát - triluminos™ display-cho bạn xem màu sắc phong phú hơn bao giờ hết "
615,tivi sony bravia 4k / 3d 55'' kd-55x9000b,tivi,"tivi sony bravia 4k / 3d 55'' kd-55x9000btv 3d led sony 55x9000b 55 inches 4k ultra hd internet motionflow xr 800 hz - tích hợp bộ giải mã truyền hình kỹ thuật số dvbt2 - loại: tv 3d 4k màn hình 55 inch - độ phân giải 4k (3840 x 2160) ~ 8 triệu điểm ảnh (chi tiết gấp bốn lần so với độ phân giải full hd.) - công nghệ quét hình motionflowxr 800 hz - bộ xử lý hình ảnh mới 4k x-reality pro - công nghệ 3d chủ động - kết nối usb (3 cổng), kết nối hdmi (4 cổng) "
616,tivi sony bravia internet 60'' kdl-60w600b,tivi,"tivi sony bravia internet 60'' kdl-60w600btv led sony kdl-60w600b 60 inch, full hd, smart tv, 200hz - tích hợp bộ giải mã truyền hình kỹ thuật số dvbt2 - loại: led smart tv 60 inch - viền siêu mỏng - độ phân giải full hd (1920 x 1080px) - công nghệ quét hình motionflow xr 200hz - internet tv - 3g và wifi tích hợp - kết nối usb (2 cổng) - hdmi (4 cổng) "
617,tivi sony bravia 4k / 3d 65'' kd-65x8500b,tivi,"tivi sony bravia 4k / 3d 65'' kd-65x8500btv 3d led sony kd-65x8500b 65 inch 4k ultra hd motionflow xr 200 hz - tích hợp bộ giải mã truyền hình kỹ thuật số dvbt2 - độ lớn màn hình 65 inches - độ phân giải 4k (3840 x 2160) - công nghệ 3d bị động - công nghệ quét hình motionflowxr 200 hz - tv 4k* cho độ phân giải gấp 4 lần tv full hd thông thường - 4k x-reality™ pro-nâng tín hiệu hình ảnh lên 4k từ mọi nguồn phát - triluminos™ display-cho bạn xem màu sắc phong phú hơn bao giờ hết "
618,tivi sony bravia 4k / 3d 65'' kd-65x9000b,tivi,"tivi sony bravia 4k / 3d 65'' kd-65x9000btv 3d led sony 65x9000b 65 inches 4k ultra hd internet motionflow xr 800 hz - tích hợp bộ giải mã truyền hình kỹ thuật số dvbt2 - loại: tv 3d 4k màn hình 65 inch - độ phân giải 4k (3840 x 2160) ~ 8 triệu điểm ảnh (chi tiết gấp bốn lần so với độ phân giải full hd.) - công nghệ quét hình motionflowxr 800 hz - bộ xử lý hình ảnh mới 4k x-reality pro - công nghệ 3d chủ động - kết nối usb (3 cổng), kết nối hdmi (4 cổng) "
619,ghế game akracing overture series k601o black/white,desk,"ghế game akracing overture series k601o black/whiteghế game akracing overture series k601o black/white chất liệu: da pu kê tay: có thể nâng lên khung chân: kim loại sơn tĩnh điện đen trọng lượng tối đa: 170kg ngả lưng: 170* + 12* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu phiên bản update mới nhất với kê tay to, đẹp hơn, ốp hông ghế mới đẹp hơn và chắc chắn hơn. "
620,tivi sony bravia 4k / 3d led 70'' kd-70x8500b,tivi,"tivi sony bravia 4k / 3d led 70'' kd-70x8500btv 3d led sony kd-70x8500b 70 inch 4k ultra hd motionflow xr 200 hz - tích hợp bộ giải mã truyền hình kỹ thuật số dvbt2 - độ lớn màn hình 70 inches - độ phân giải 4k (3840 x 2160) - công nghệ 3d chủ động - công nghệ quét hình motionflowxr 200 hz - tv 4k* cho độ phân giải gấp 4 lần tv full hd thông thường - 4k x-reality™ pro-nâng tín hiệu hình ảnh lên 4k từ mọi nguồn phát - triluminos™ display-cho bạn xem màu sắc phong phú hơn bao giờ hết "
621,ghế game akracing overture series k601o black/red,desk,"ghế game akracing overture series k601o black/redghế game akracing overture series k601o black/red chất liệu: da pu kê tay: có thể nâng lên khung chân: kim loại sơn tĩnh điện đen trọng lượng tối đa: 170kg ngả lưng: 170* + 12* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu phiên bản update mới nhất với kê tay to, đẹp hơn, ốp hông ghế mới đẹp hơn và chắc chắn hơn. "
622,tivi sony bravia 32'' kdl-32r300b,tivi,"tivi sony bravia 32'' kdl-32r300btv lcd/led sony 32r300b 32 inch hd ready motionflow xr 100 hz - tích hợp bộ giải mã truyền hình kỹ thuật số dvb-t2 mới nhất - nâng cao hình ảnh với clear resolution enhancer - công nghệ quét hình motionflow xr 100 - sử dụng công nghệ đèn nền direct led - kết nối usb (1 cổng), kết nối hdmi (2 cổng), - âm thanh dolby digital & công nghệ loa clear phase - bốn tính năng bảo vệ tránh những tác động bên ngoài cho tv bền hơn. - nghe đài fm trên bravia "
623,ghế game akracing core series lx indigo,desk,"ghế game akracing core series lx indigoghế game akracing core series lx indigo chất liệu: da pu kê tay: có thể nâng lên khung chân: kim loại sơn tĩnh điện đen trọng lượng tối đa: 150kg ngả lưng: 170* + 12* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
624,tivi sony bravia internet led kdl-48r550c - full hd,tivi,"tivi sony bravia internet led kdl-48r550c - full hdthiết kế mỏng ấn tượng tương thích dịch vụ truyền hình major iptv sở hữu kết nối wi-fi® certified chia sẻ hình ảnh dễ dàng qua photo sharing plus công nghệ nâng cao hình ảnh với clear resolution enhancer cho âm thanh rõ ràng trong trẻo với clear phase™ "
625,tivi sony bravia internet led 32'' kdl-32w700b,tivi,"tivi sony bravia internet led 32'' kdl-32w700btv led sony 32w700b 32 inch, full hd, smart tv, motionflow xr 200 hz - màn hình led 32 inches - viền siêu mỏng - độ phân giải full hd 1920 x 1080 - công nghệ quét hình motionflow xr 200hz - internet tv - 3g và wifi tích hợp - tích hợp bộ giải mã truyền hình kỹ thuật số dvbt2 - kết nối usb (2 cổng) - hdmi (4 cổng) "
626,ghế game akracing core series lx plus red,desk,"ghế game akracing core series lx plus redghế game akracing core series lx plus red chất liệu: da pu kê tay: có thể nâng lên khung chân: kim loại sơn tĩnh điện đen trọng lượng tối đa: 150kg ngả lưng: 170* + 12* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
627,tivi sony bravia internet led kdl-40r550c - full hd,tivi,"tivi sony bravia internet led kdl-40r550c - full hd- bảo hành: 24 tháng - led tv 40r550c 40 inch thiết kế mỏng ấn tượng - độ phân giải hd ready - công nghệ quét hình motionflow xr 100hz - bộ xử lý hình ảnh mới clear resolution enhancer cho hình ảnh tự nhiên và sắc nét vượt trội. - kho giải trí youtube việt phong phú bất tận - chức năng chia sẻ hình ảnh dễ dàng photo share - chia sẻ màn hình screen mirroring - x-protect pro: 4 tính năng bảo vệ (chống bụi, ẩm, sét ,sốc điện) - wifi tích hợp + lan - tích hợp bộ giải mã truyền hình kỹ thuật số dvbt2 "
628,ghế game akracing master series premium black,desk,"ghế game akracing master series premium blackghế game akracing master series premium black chất liệu: da pu kê tay: có thể nâng lên khung chân: kim loại trọng lượng tối đa: 150kg ngả lưng: 180 độ phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
629,tivi sony bravia 40'' kdl-40r350b,tivi,"tivi sony bravia 40'' kdl-40r350btv led sony 40r350b 40 inch full hd - tích hợp bộ giải mã truyền hình kỹ thuật số dvb-t2-đón đầu chuẩn truyền hình kỹ thuật số tương lai. - loại: led tv màn hình 40 inch - độ phân giải full hd (1920 x 1080px) - nâng cao hình ảnh với clear resolution enhancer - công nghệ quét hình motionflow xr 100 - độ phân giải hình ảnh fhd (40r350b) - sử dụng công nghệ đèn nền direct led "
630,tivi sony bravia internet led kdl-kdl-32r500c - full hd,tivi,"tivi sony bravia internet led kdl-kdl-32r500c - full hd- bảo hành: 24 tháng - led tv 32r550c 32 inch thiết kế mỏng ấn tượng - độ phân giải hd ready - công nghệ quét hình motionflow xr 100hz - bộ xử lý hình ảnh mới clear resolution enhancer cho hình ảnh tự nhiên và sắc nét vượt trội. - kho giải trí youtube việt phong phú bất tận - chức năng chia sẻ hình ảnh dễ dàng photo share - chia sẻ màn hình screen mirroring - x-protect pro: 4 tính năng bảo vệ (chống bụi, ẩm, sét ,sốc điện) - wifi tích hợp + lan - tích hợp bộ giải mã truyền hình kỹ thuật số dvbt2 "
631,ghế game akracing core series lx black,desk,"ghế game akracing core series lx blackghế game akracing core series lx black chất liệu: da pu kê tay: có thể nâng lên khung chân: kim loại sơn tĩnh điện đen trọng lượng tối đa: 150kg ngả lưng: 170* + 12* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
632,tivi sony bravia internet led 40'' kdl-40w600b,tivi,"tivi sony bravia internet led 40'' kdl-40w600btv led sony kdl-40w600b 40 inch, full hd, smart tv, 200hz thông số và tính năng led smart tv sony 40w600b: - loại: led smart tv 40 inch - viền siêu mỏng - độ phân giải full hd (1920 x 1080px) - công nghệ quét hình motionflow xr 200hz - internet tv - 3g và wifi tích hợp - tích hợp bộ giải mã truyền hình kỹ thuật số dvbt2 - kết nối usb (2 cổng) - hdmi (4 cổng) "
633,ghế game akracing core series lx plus black,desk,"ghế game akracing core series lx plus blackghế game akracing core series lx plus black chất liệu: da pu kê tay: có thể nâng lên khung chân: kim loại sơn tĩnh điện đen trọng lượng tối đa: 150kg ngả lưng: 170* + 12* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
634,tivi sony smart kd-75x8500e 4k 75 inch,tivi,"tivi sony smart kd-75x8500e 4k 75 inchsmart tv sony kd-75x8500e - kích thước: 75 inch - độ phân giải: 4k uhd - chủng loại: smart tivi - công nghệ âm thanh: clearaudio+, âm thanh vòm giả lập, hổ trợ âm thanh định dạng dolby "
635,tivi sony bravia internet led 42'' kdl-42w700b,tivi,"tivi sony bravia internet led 42'' kdl-42w700btv led sony 42w700b 42 inch, full hd, smart tv, 200hz - loại: led smart tv 42 inch - viền siêu mỏng - độ phân giải full hd (1920 x 1080px) - công nghệ quét hình motionflow xr 200hz - internet tv - 3g và wifi tích hợp - tích hợp bộ giải mã truyền hình kỹ thuật số dvbt2 - kết nối usb (2 cổng) - hdmi (4 cổng) "
636,tivi sony smart 4k kd-65x7000f 65inch,tivi,"tivi sony smart 4k kd-65x7000f 65inch- loại tivi:smart tivi cơ bản, 65 inch - độ phân giải:ultra hd 4k - hệ điều hành:linux - ứng dụng sẵn có:youtube, netflix, trình duyệt web, vewd store - ứng dụng có thể tải thêm:fpt play, nhaccuatui, zing tv, zing mp3, fim+ - remote thông minh:không dùng được - kết nối internet:cổng lan, wifi - cổng hdmi:3 cổng - cổng usb:3 cổng - công nghệ âm thanh:s-master digital amplifier, dts digital surround, digital sound enhancement engine (dsee), dolby pulse, clear phase, clearaudio+, s-force front surround, dolby digital plus, dolby digital "
637,ghế game akracing core series lx white,desk,"ghế game akracing core series lx whiteghế game akracing core series lx white chất liệu: da pu kê tay: có thể nâng lên khung chân: kim loại sơn tĩnh điện đen trọng lượng tối đa: 150kg ngả lưng: 170* + 12* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
638,"tivi sony bravia 48"" kdl-48r470b",tivi,"tivi sony bravia 48"" kdl-48r470btv led sony 48r470b 48 inches full hd - tích hợp bộ giải mã truyền hình kỹ thuật số dvb-t2-đón đầu chuẩn truyền hình kỹ thuật số tương lai. - loại: led tv màn hình 48 inch - độ phân giải full hd (1920 x 1080px) - công nghệ quét hình motionflow™ xr 100 - nâng cao hình ảnh với clear resolution enhancer - sử dụng công nghệ đèn nền direct led - dễ dàng chia sẻ nội dung từ điện thoại thông minh* lên màn hình tv qua cáp mhl "
639,tivi sony bravia internet full hd 48'' kdl-48w600b,tivi,"tivi sony bravia internet full hd 48'' kdl-48w600btv led sony kdl-48w600b 48 inch, full hd, smart tv, 200hz - tích hợp bộ giải mã truyền hình kỹ thuật số dvbt2 - loại: led smart tv 48 inch - viền siêu mỏng - độ phân giải full hd (1920 x 1080px) - công nghệ quét hình motionflow xr 200hz - internet tv - 3g và wifi tích hợp - kết nối usb (2 cổng) - hdmi (4 cổng) "
640,ghế game akracing core series lx red,desk,"ghế game akracing core series lx redghế game akracing core series lx red chất liệu: da pu kê tay: có thể nâng lên khung chân: kim loại sơn tĩnh điện đen trọng lượng tối đa: 150kg ngả lưng: 170* + 12* phụ kiện đi kèm: đệm kê lưng, đệm kê đầu "
641,tivi led 3d smart tv 65 inch samsung ua65h7000,tivi,"tivi led 3d smart tv 65 inch samsung ua65h7000màn hình led 3d : 65 inch độ phân giải : full hd 1920 x 1080 tần số quét : 800hz ( cmr ) tích hợp đầu thu kỹ thuật số dvb-t2 "
642,tivi led samsung ua40h5003 40'',tivi,"tivi led samsung ua40h5003 40''tích hợp đầu thu kts dvb-t2 - độ lớn màn hình 40 inches - độ phân giải full hd (1902 x 1080px) - tốc độ quét hình (cmr) 100hz - xem phim qua cổng usb - công nghệ hình ảnh : bộ nâng cấp màu mở rộng, hyperreal engine - chống ẩm, chống sấm chớp, chống sốc điện - cổng kết nối hdmi x 2, usb "
643,tivi led 3d smart tv 60 inch samsung ua60h6400,tivi,"tivi led 3d smart tv 60 inch samsung ua60h6400mã sản phẩm : ua60h6400 kích thước tv : 60 inch tích hợp đầu thu dvb-t2 độ phân giải: 1920x1080 tần số quét: 400 hz kết nối: cổng 4hdmi,3usb xem phim... wireless lan tích hợp, tivi 3d "
644,tivi led samsung ua32h5552 full hd 32'',tivi,"tivi led samsung ua32h5552 full hd 32''tích hợp bộ thu tín hiệu kỹ thuật số dvb-t2 - độ lớn màn hình 32 inches - độ phân giải: full hd ( 1920 x 1080 ) - chỉ số chuyển động rõ nét cmr 100hz - nâng cấp màu mở rộng - 3 chức năng bảo vệ (chống ẩm, chống sốc, chống sét) - lọc nhiễu kỹ thuật số - chế độ xem bóng đá - xem phim từ usb - internet tv - wifi tích hợp - cổng kết nối av, component, hdmi(3), dvi, pc, usb(2) "
645,tivi led samsung ua58h5203,tivi,"tivi led samsung ua58h5203tích hợp đầu thu dvb-t2 độ phân giải: 1920x1080 tần số quét: 50hz kết nối: cổng 2 hdmi, 2usb xem phim, wireless lan "
646,tivi led smart 32 inch samsung ua32h4303,tivi,"tivi led smart 32 inch samsung ua32h4303tích hợp đầu thu kts dvb-t2 - độ lớn màn hình 32 inches - độ phân giải: hd ready (1366 x 768px) - chỉ số chuyển động rõ nét cmr 100hz - công nghệ hình ảnh hyperreal engine - công nghệ âm thanh dts premium sound 5.1, dts studio sound, dolby ms10 - xem phim , sao lưu nội dung qua cổng usb - 3 chức năng bảo vệ (chống ẩm, chống sốc, chống sét) - internet tv - wifi tích hợp - cổng kết nối component video (y/pb/pr),hdmi,dvi,usb "
647,tivi led 3d smart tv 55 inch samsung ua55hu9000k,tivi,"tivi led 3d smart tv 55 inch samsung ua55hu9000ktivi led màn hình 4k độ phân giải: 3840 x 2160 tần số quét: 1200 hz kết nối: cổng 2hdmi, 1usb xem phim đầu thu kts dvb t-2 "
648,tivi led 32 inch samsung ua32h4100ak,tivi,"tivi led 32 inch samsung ua32h4100aktích hợp đầu thu kts dvb-t2 - độ lớn màn hình 32 inches - độ phân giải: hd ready (1366 x 768px) - chỉ số chuyển động rõ nét cmr 100hz - xem phim , sao lưu nội dung qua cổng usb - 3 chức năng bảo vệ (chống ẩm, chống sốc, chống sét) - cổng kết nối component video (y/pb/pr),hdmi,dvi,usb "
649,"tivi led ultra hd 4k samsung 55"" 55hu8700 smart 3d",tivi,"tivi led ultra hd 4k samsung 55"" 55hu8700 smart 3dkích thước màn hình: 55 inch độ phân giải: 3840 x 2160 4k công nghệ 3d : có tv thông minh : samsung smart tv 2014 điều khiển từ xa : smart touch từ xa "
650,tivi led 3d smart tv 65 inch samsung ua65f9000,tivi,"tivi led 3d smart tv 65 inch samsung ua65f9000độ lớn màn hình 65 inches - độ phân giải: ultra hd (3840 x 2160px) - chỉ số chuyển động rõ nét cmr 1000 hz - công nghệ hình ảnh 3d hyperreal engine - độ tương phản mega contrast - góc nhìn 178/178 - camera tích hợp - internet tv - wifi tích hợp - cổng kết nối hdmi, component, av, usb "
651,tivi led samsung 55hu7200 ultra hd smart 55'',tivi,"tivi led samsung 55hu7200 ultra hd smart 55''màn hình: 55 inch độ phân giải: 3840 x 2160 đa nhiệm mạnh mẽ với chế độ xem đa màn hình (4 màn hình) điều khiển tv thật dễ dàng chỉ bằng giọng nói tự động điều chỉnh âm lượng "
652,"tivi led hd samsung eb40d 40""",tivi,"tivi led hd samsung eb40d 40""- tích hợp đầu thu dvb-t2 - độ lớn màn hình 40 inches - độ phân giải hd (1366 x 768px) - tốc độ quét hình 60hz led blu - màn hình chuyên dụng smart signage cho doanh nghiệp - có thể quay dọc màn hình - độ bền vượt trội, cho phép sử dụng liên tục 16/7 - ứng dụng magicinfo e (điều khiển từ xa qua smartphone/pc/laptop) - xem phim qua cổng usb - khử nhiễu kỹ thuật số - chống ẩm, chống sấm chớp, chống sốc điện - cổng kết nối hdmi, usb "
653,tivi led 3d smart tv 55 inch samsung ua55h6400,tivi,"tivi led 3d smart tv 55 inch samsung ua55h6400tích hợp đầu thu dvb-t2 độ phân giải: 1920x1080 tần số quét: 400 hz kết nối: cổng 4hdmi,3usb xem phim... wireless lan tích hợp, tivi 3d "
654,"tivi led hd samsung eb48d 48""",tivi,"tivi led hd samsung eb48d 48""- tích hợp đầu thu dvb-t2 - độ lớn màn hình 48 inches - độ phân giải hd (1366 x 768px) - tốc độ quét hình 60hz led blu - màn hình chuyên dụng smart signage cho doanh nghiệp - có thể quay dọc màn hình - độ bền vượt trội, cho phép sử dụng liên tục 16/7 - ứng dụng magicinfo e (điều khiển từ xa qua smartphone/pc/laptop) - xem phim qua cổng usb - khử nhiễu kỹ thuật số - chống ẩm, chống sấm chớp, chống sốc điện - cổng kết nối hdmi, usb "
655,tivi led ultra hd 4k samsung 50hu7000 50'',tivi,"tivi led ultra hd 4k samsung 50hu7000 50''tích hợp đầu thu kts dvb-t2 - độ lớn màn hình 50 inches - độ phân giải: ultra hd 4k 3840 x 2160px - chỉ số chuyển động rõ nét cmr 1000hz - góc nhìn 178/178 - internet tv - wifi tích hợp - công nghệ hình ảnh wide colour enhancer, purcolour technology, auto-depth enhancer, uhd dimming - công nghệ âm thanh dolby digital, dolby digital plus, dolby puls - giao diện thông minh smart hub - điều khiển thông minh "
656,ghế gaming msi mag ch120,desk,"ghế gaming msi mag ch120ghế msi mag ch120 màu: đen/đỏ kích thước: 130 x 65 x 52.5 (cm) cân nặng( bao gồm cả thùng ): 27kg chất liệu: da pvc khung: kim loại kích thước bánh xe: 66mm kích thước đệm ngồi: 52.5 x 52.5 cm kích thước đóng thùng: 80 x 66 x 33 cm trọng lượng khuyến khích: 150kg ngã lưng: 90 – 180 độ "
657,tivi samsung 43m5500 43inch full hd,tivi,"tivi samsung 43m5500 43inch full hdsamsung 43m5500 - loại tivi: smart tivi - kích thước: 43 inch - độ phân giải: full hd (1920x1080) - kết nối internet: wifi tích hợp, cổng lan cắm dây mạng - cổng kết nối: av, 3xhdmi, 2xusb, audio - tích hợp đầu thu kỹ thuật số "
